node_id,node_type,node_name
A5026693488,Author,Nguyễn Thanh Phong
A5100610737,Author,Nguyễn Thanh Tùng
A5100610739,Author,Nguyễn Thanh Tùng
A5009714502,Author,Nguyễn Thu Nguyệt Minh
A5102006115,Author,Nguyễn Thu Phương
A5000192304,Author,Nguyễn Thành Luân
A5090982786,Author,Nguyễn Thành Tiên
A5101815460,Author,Nguyễn Thành Tâm
A5077994859,Author,Nguyễn Thành-Nho
A5048355279,Author,Nguyễn Thái Minh
A5029804035,Author,Nguyễn Thùy Linh
A5112844608,Author,Nguyễn Thúy Lan
A5102984408,Author,Nguyễn Thế Vinh
A5043650731,Author,Nguyễn Thị Bích
A5128753364,Author,Nguyễn Thị Chi Nhân
A5056915949,Author,Nguyễn Thị Giang An
A5112633710,Author,Nguyễn Thị Hoà
A5010505038,Author,Nguyễn Thị Huyền Trang
A5015751719,Author,Nguyễn Thị Hòa
A5068322618,Author,Nguyễn Thị Hồng Hạnh
A5083712493,Author,Nguyễn Thị Hồng Nhung
A5044887879,Author,Nguyễn Thị Hồng Vân
A5101613703,Author,Nguyễn Thị Kim Ngân
A5031633765,Author,Nguyễn Thị Kim Ngân
A5109208912,Author,Nguyễn Thị Lâm
A5001507533,Author,Nguyễn Thị Mai Hương
A5024056764,Author,Nguyễn Thị Minh Hiền
A5117428845,Author,Nguyễn Thị Nga
A5019292270,Author,Nguyễn Thị Ngọc Hoa
A5075383762,Author,Nguyễn Thị Ngọc Lan
A5107900056,Author,Nguyễn Thị Ngọc Ánh
A5002305257,Author,Nguyễn Thị Phương Thảo
A5101412722,Author,Nguyễn Thị Phương Thảo
A5101412720,Author,Nguyễn Thị Phương Thảo
A5101412721,Author,Nguyễn Thị Phương Thảo
A5102794571,Author,Nguyễn Thị Thanh Bình
A5101569965,Author,Nguyễn Thị Thanh Huyền
A5101569963,Author,Nguyễn Thị Thanh Huyền
A5076833967,Author,Nguyễn Thị Thanh Hải
A5058684461,Author,Nguyễn Thị Thanh Thủy
A5082154225,Author,Nguyễn Thị Thanh Tâm
A5101567168,Author,Nguyễn Thị Thu Hiền
A5070885088,Author,Nguyễn Thị Thu Hiền
A5100777968,Author,Nguyễn Thị Thu Hương
A5101624945,Author,Nguyễn Thị Thu Phương
LOCAL_A000407,Author,Nguyễn Thị Thùy Linh
A5036310727,Author,Nguyễn Thị Thùy Linh
A5019007060,Author,Nguyễn Thị Thương Huyền
A5072933384,Author,Nguyễn Thị Thủy
A5072452119,Author,Nguyễn Thị Thủy Trâm
A5073166210,Author,Nguyễn Thị Trung Thu
A5022332552,Author,Nguyễn Thị Xuân Diệu
A5004094067,Author,Nguyễn Thị Ái
A5062184716,Author,Nguyễn Tiến Trung
A5101788557,Author,Nguyễn Tiến Đạt
A5030402937,Author,Nguyễn Trung Kiên
A5116456162,Author,Nguyễn Trọng Hiền Tôn
A5100771609,Author,Nguyễn Trọng Nghĩa
A5047923619,Author,Nguyễn Tùng Linh
A5012179893,Author,Nguyễn Tấn Phong
A5041882067,Author,Nguyễn Việt Anh
A5101801606,Author,Nguyễn Văn Hiếu
A5103096805,Author,Nguyễn Văn Huế
A5101637383,Author,Nguyễn Văn Hòa
A5090308354,Author,Nguyễn Văn Liệp
A5070726452,Author,Nguyễn Văn Mạnh
A5101972755,Author,Nguyễn Văn Nghĩa
A5083902869,Author,Nguyễn Văn Nghĩa
A5029793479,Author,Nguyễn Văn Phòng
A5029148446,Author,Nguyễn Văn Qúy
A5100648337,Author,Nguyễn Văn Thành
A5034048261,Author,Nguyễn Văn Đăng
A5081765985,Author,Nguyễn Vĩnh Khương
A5101465468,Author,Nguyễn Xuân Ca
A5035101973,Author,Nguyễn Xuân Cường
A5010307491,Author,Nguyễn Xuân Hải
A5006023366,Author,Nguyễn Xuân Trường
A5068268537,Author,Nguyễn Xuân Tòng
A5081664588,Author,Nguyễn Đoàn Quốc Anh
A5003489886,Author,Nguyễn Đình Trung
A5061277637,Author,Nguyễn Đăng Khoa
LOCAL_A000448,Author,Nguyễn Đức Trường
A5086743869,Author,Nguyễn Đức Vũ Quyên
LOCAL_A000471,Author,"Nguyễn, Thị Thao"
A5137004518,Author,Ngân Lê Ngọc Thanh
A5134781418,Author,Ngân Nguyễn
A5078539417,Author,Ngô Minh Tuấn
A5028344237,Author,Ngô Thái Minh Quân
A5064645144,Author,Ngô Xuân Quảng
A5124128619,Author,Ngọc Khánh Nguyễn
A5128872648,Author,Ngọc Kiều Diễm Hồ
A5112230202,Author,Ngọc Minh Lê
A5102791402,Author,Ngọc Minh Nguyễn
LOCAL_A000435,Author,Ngọc Phúc Nguyễn
A5090498564,Author,Ngọc Phúc Nguyễn
A5083180919,Author,Ngọc Quyển Trần
A5134506871,Author,Ngọc Thảo Vy Vũ
A5103712019,Author,Ngọc Tuấn Nguyễn
A5042362477,Author,Nha Dai Trang Nguyen
A5101219574,Author,Nha T. NGUYEN
A5104010371,Author,Nha Thai-Quang
A5138992584,Author,Nha Thi Ngoc Tran
A5088410956,Author,Nhan Duc Nguyen
A5016568572,Author,Nhan Duc Nguyen
A5050155021,Author,Nhan Huynh
A5102008622,Author,Nhan Lu-Chinh Phan
A5026216458,Author,Nhan T. Nguyen
A5071961095,Author,Nhan T. T. Ho
A5014754170,Author,Nhan TT
A5122875143,Author,Nhan Thanh Nguyen
A5028661130,Author,Nhan Thinh Hoang
A5104122021,Author,Nhan Thong Tang
A5007516284,Author,Nhan Tri Phat
A5015069505,Author,Nhanh Van Nguyen
A5074437529,Author,Nhat Minh Dang
A5134527313,Author,Nhat Minh Nguyen
A5126973597,Author,Nhat Pham Vu
A5106845809,Author,Nhat Phuong Quynh Ngo
A5101851526,Author,Nhat Thang Thi Nguyen
A5008909699,Author,Nhat Tran
A5091402542,Author,Nhat Truong Pham
A5117858545,Author,Nhat Truong Truong
A5033957854,Author,Nhat-Ha T. Pham
LOCAL_A000635,Author,Nhat-Linh N. Dao
A5050688178,Author,Nhat-Minh Le-Phan
A5025741771,Author,Nhat-Tan Vo
A5026676431,Author,Nhat-Tien Nguyen
A5003092345,Author,NhatTan Nguyen
A5033734566,Author,Nhat‐Phi Doan
A5092900287,Author,Nhi Nguyen Thi Tuyet
A5117757287,Author,Nhi Thai Hoang Tuyet
A5114132723,Author,Nhi Tran Thi Yen
A5074093573,Author,Nhi Truong
A5073305924,Author,Nhi Van Vo
A5090872335,Author,Nhi-Vo Van
A5101352949,Author,Nho Tran Dinh Pham
A5106774781,Author,Nhon Hoang Thanh
A5015033686,Author,Nhu B.
A5004191876,Author,Nhu Bich
A5108109013,Author,Nhu D. Le
LOCAL_A000568,Author,Nhu Hai Pham
A5046633562,Author,Nhu Ky Ly
A5101617017,Author,Nhu Ngoc Nguyen
A5002666870,Author,Nhu Nguyen
A5113339637,Author,Nhu P. Nguyen
A5114194696,Author,Nhu T. M. Nguyen
A5048137524,Author,Nhung H. Nguyen
A5052968307,Author,Nhung Hai Truong
A5053472969,Author,Nhung Hong
LOCAL_A000086,Author,Nhung Nguyen Thi
A5079519299,Author,Nhung T. H. Pham
A5026663888,Author,Nhung Thi Tuyet Pham
A5096196814,Author,Nhung Tran Cam
A5060870949,Author,Nhung Trinh
A5041064801,Author,Nhung Vu
A5012509568,Author,Nhut Nhu Nguyen
A5037677437,Author,Nhut Tran Minh
A5018823341,Author,Nhu‐Ngoc Dao
A5110810020,Author,Nhân Văn Võ
A5087028337,Author,Ni Putu Mira Sumarta
A5029362407,Author,Niamat Hussain
A5010632118,Author,Niamh Mac Fhionnlaoich
A5038934404,Author,Nicholas Duy
A5106740255,Author,Nicola Burmeister
A5117543448,Author,Nicolas Salesse
A5053364755,Author,Niher Tabassum Snigdha
LOCAL_A000601,Author,Nikita Makarov
A5069007853,Author,Nikki Heherson A. Dagamac
A5069741011,Author,Nikki Rider
A5060829860,Author,Nikolay Korovkin
A5056999212,Author,Nikolay V. Silin
A5017221030,Author,Ning Chang-chun
A5025344010,Author,Ningbo Jiang
A5049531721,Author,Ninh Ngo Hai
A5034679255,Author,Ninh Tran
A5109666639,Author,Ninh Tran Khanh Dao
A5021775879,Author,Niu Mi
A5023913918,Author,Njoku PAUL
LOCAL_A000507,Author,"Njoroge, Hope"
A5003667222,Author,Noor Haida Mohd Kaus
A5024930700,Author,Nopparuj Suetrong
A5017536350,Author,Nor Shaipah Abdul Wahab
A5030054157,Author,Norbert Schwab
A5133198721,Author,Norimichi Takenaka
A5047512380,Author,Noriyuki Тanaka
A5101722766,Author,Noriyuki Тanaka
A5008973458,Author,Norma D. McNair
A5028273918,Author,Nosheen Rahman
A5057264704,Author,Noël Challamel
A5122303994,Author,Noël Challamel
A5112978882,Author,Nur Adila
A5032625001,Author,Nur Fatimah
A5113930059,Author,Nurlidia Mansor
A5002233700,Author,Nurul Neesa Idris
A5014715890,Author,Nurzada Amangeldy
A5005345397,Author,Nuttapon Khongdee
A5033733596,Author,Nwachukwu Chijioke
A5135197974,Author,Ny T. Kieu
A5120981353,Author,Ny Thi Kieu
A5063760978,Author,Nyaladzani Nkhwanana
LOCAL_A000500,Author,Nyaladzani Nkhwanana
A5018401587,Author,Nájila Souza da Rocha
LOCAL_A000159,Author,O Ilmandira
A5129686486,Author,O. Kalashev
A5091026666,Author,O. Nikan
A5030900211,Author,Oanh Le Thi Kim
A5134286694,Author,Oanh Le Vu Lan
A5017544315,Author,Oanh Thi Kieu Doan
A5012381405,Author,Oanh Thi Kim Le
A5067691424,Author,Oanh Thi Kim Vu
A5129503416,Author,Oanh Thi Tuong Do
A5005323032,Author,Oanh Tran
A5081459010,Author,Oanh Vu Thi Kim
A5110846094,Author,Oanh Đinh Le
A5094279601,Author,Obaid Moraya Saeed Al Qahtani
A5137873774,Author,Oh Shim Joo
A5054358107,Author,Olaf Heidenreich
A5003162913,Author,Olalekan Adekola
A5078584137,Author,Olatunji Fadeyi
A5008976102,Author,Olatunji Fadeyi
A5126318146,Author,Oleg Khyzhun
A5032504273,Author,Olga Bykanova
A5021838259,Author,Oliver Weeger
A5066114368,Author,Omaima Nasif
A5075431871,Author,Omar Bouzit
A5022950828,Author,Omid Aboubakri
A5101464450,Author,Ondřej Svoboda
A5029663721,Author,Ontran Sumantri Riyanto
A5030383833,Author,Ooi Chee Keong
A5091410883,Author,Oriana Rivera‐Lozada
A5133376077,Author,Osama Ahmed Mohamed
A5030291168,Author,Osamah Alsalman
A5034050904,Author,Osamu Kakusho
A5046213612,Author,Osman Cem Altıncı
A5018169142,Author,Oyisi Okatahi
A5010116708,Author,Oyundolgor Khorloo
A5069645890,Author,O‐Joun Lee
LOCAL_A000346,Author,P Byosiere
A5129448426,Author,P Coertzen
LOCAL_A000130,Author,P Damaschke
LOCAL_A000336,Author,P Drucker
A5068896645,Author,P Duong
LOCAL_A000702,Author,P Malekian
LOCAL_A000648,Author,P N T Dung
LOCAL_A000364,Author,P Peters
LOCAL_A000277,Author,P Podsakoff
LOCAL_A000259,Author,P Roth
LOCAL_A000355,Author,P Senge
A5079194244,Author,P. G. Doyne
LOCAL_A000050,Author,P. G. Hien
A5002732389,Author,P. H. Dung
A5111991433,Author,P. Le Hoang
A5030919137,Author,P. Li
A5036415036,Author,P. Malekzadeh
A5111093469,Author,P. N. Thu
A5109333181,Author,P. N. Truong
A5103028918,Author,P. Nguyen
A5056322359,Author,P. R.Krehbiel
A5077185547,Author,P. Silvestrini
LOCAL_A000671,Author,P. T. Hoa
LOCAL_A000207,Author,P. T. T. Hai
A5076796223,Author,P. T. Vinh
A5035626329,Author,P.H. Nguyen
A5104687879,Author,P.P. Yupapin
A5030875962,Author,P.T. Phong
A5084985533,Author,P.T. Tho
A5137525102,Author,PT Tho
A5020360390,Author,Pairod Singhatanadgid
A5113049027,Author,Palmero Ha
A5016901707,Author,Pamela W. Duncan
A5109689211,Author,Pan Long An
A5103166964,Author,Pan Lv
A5058225154,Author,Panos Kloukinas
A5135236530,Author,Paola B. Lauria
A5033922417,Author,Paola Beatriz Lauria
A5043580746,Author,Pascal Cassan
A5059661066,Author,Patricia Friedmann
A5005403550,Author,Patrick Gannon
A5072883137,Author,Patrick Johnston
A5034275358,Author,Patrick Van de Voorde
A5055097412,Author,Patrizia Tettamanzi
A5024767943,Author,Pattanapon Kayansamruaj
A5060295199,Author,Pattiya Sangpo
A5047902084,Author,Pau Loke Show
A5069373806,Author,Paul A. Gildea
A5033221741,Author,Paula P. Schnurr
A5027385468,Author,Paulo Sampaio
A5088934266,Author,Pavel Krömer
A5044406931,Author,Pavithra S. Pitumpe Arachchige
A5086096942,Author,Pawan Kumar Singh
A5061509700,Author,Paweł Żukowski
A5109507730,Author,Payal Vyas
A5108706799,Author,Peimin Zhu
A5034407820,Author,Pei‐Ming Yang
A5025132197,Author,Pemika Hirankittiwong
A5069741452,Author,Peng Chen
A5090643890,Author,Peng Zhang
A5101639650,Author,Pengcheng Zhang
A5071090412,Author,Peng‐Lang Shui
A5057884284,Author,Peppino Fazio
A5086503053,Author,Peta Ashworth
A5045240225,Author,Peter A. Meaney
A5067116161,Author,Peter C. Mattson
A5090948020,Author,Peter Faust
A5071384938,Author,Peter G. Mason
A5042670765,Author,Peter J. Kudenchuk
A5098041131,Author,Peter J. van Wiechen
A5058935102,Author,Peter K. Henke
A5043201732,Author,Peter Libby
A5044607532,Author,Peter Lievens
A5062168310,Author,Peter Rohmeiss
A5058772199,Author,Peter Savolainen
A5060548857,Author,Peter Schall
A5067287880,Author,Peter T. Morley
A5015416684,Author,Petr Bilík
A5089263417,Author,Petr Šilhavý
A5004702190,Author,Petra Boukamp
A5002689322,Author,Pha Nguyen
A5036337561,Author,Pham Anh Duc
A5120017289,Author,Pham Anh Tuan
A5047547190,Author,Pham Cam Nam
A5012355715,Author,Pham Dinh Khang
A5087385345,Author,Pham Duc Thinh
A5012152789,Author,Pham Duy Hai
A5077666944,Author,Pham Hoai Linh
A5110193080,Author,Pham Hoai Nam
A5094057503,Author,Pham Hoang An
A5099116975,Author,Pham Hoang Tu
A5107286799,Author,Pham Hong Quyen
A5115946236,Author,Pham Hong Thao
A5061425102,Author,Pham Huong Quynh
A5096494840,Author,Pham Huong Trang
A5041295651,Author,Pham Huu Nghia
A5022369934,Author,Pham Huu Tung
A5067080251,Author,Pham Huu Ty
A5116174086,Author,Pham Minh Cuong
LOCAL_A000045,Author,Pham Minh Tan
A5056016594,Author,Pham Minh Tan
A5120978819,Author,Pham Ngoc Son
A5007920755,Author,Pham Ngoc Tuan
A5018634287,Author,Pham Nguyet Anh
A5045268600,Author,Pham Quang Huy
A5124880789,Author,Pham Quang Minh
A5007149615,Author,Pham Quang Ngan
A5083362726,Author,Pham Quang Tuyen
LOCAL_A000593,Author,Pham Quoc Hoa
A5038733482,Author,Pham Quoc Khanh
LOCAL_A000675,Author,Pham T. Trang
A5065353383,Author,Pham T. Vinh
A5035626331,Author,Pham T.B. Nguyen
A5031031874,Author,Pham Thanh Tuan
A5022176740,Author,Pham Thi Anh
A5055305566,Author,Pham Thi Bach Hue
A5007410147,Author,Pham Thi Ha An
A5102010814,Author,Pham Thi Ha An
A5099073090,Author,Pham Thi Hoai Thuong
A5119701105,Author,Pham Thi Hong Thuy
A5129859482,Author,Pham Thi Huyen
A5116630261,Author,Pham Thi Kim Ngan
A5039967759,Author,Pham Thi Kim Thuy
A5058325292,Author,Pham Thi Song Thuyet
A5057475080,Author,Pham Thi Tham
A5023810707,Author,Pham Thi Thu Ha
A5117543444,Author,Pham Thi Thuy Dung
A5000577107,Author,Pham Thi Thuy Loan
A5057056307,Author,Pham Thi Thuy Trang
A5036059136,Author,Pham Thi Tram Anh
A5028411206,Author,Pham Thien Vu
A5005562712,Author,Pham Thu Hien
A5119701106,Author,Pham Thu Trang
A5081588326,Author,Pham Thuc Tuyen
A5089869571,Author,Pham Toan Thang
A5056461250,Author,Pham Tran Thien Phu
A5054360822,Author,Pham Tuan Anh
A5101469019,Author,Pham Tuan Dung
A5112876838,Author,Pham Van Day
A5090489273,Author,Pham Van Hai
LOCAL_A000461,Author,Pham Van Huy
LOCAL_A000316,Author,Pham Van Kien
A5060950462,Author,Pham Van Kien
A5107125627,Author,Pham Vo Hong Nghi
A5045047983,Author,Pham Văn Thinh
A5076541729,Author,Pham Xuan Dong
LOCAL_A000404,Author,"Pham, Ngoc Hoai"
A5022457847,Author,Pham-Hung Duong
A5124878754,Author,Phan Binh Nguyen Lam
A5019777897,Author,Phan Chí Hiếu
A5025365223,Author,Phan Dien Vy
A5101641106,Author,Phan Duy Nguyen
A5093294021,Author,Phan Huu Luan
A5046526189,Author,Phan Ke Long
A5104346383,Author,Phan Le
A5119568655,Author,Phan Le Quynh Hoa
A5076923993,Author,Phan Lien
A5080808397,Author,Phan Nguyen Ky Phuc
A5002032651,Author,Phan Nguyen Vinh
A5009869107,Author,Phan Nguyễn Quỳnh Anh
A5102396654,Author,Phan Nhat Minh
A5063563629,Author,Phan Phuoc Hien
A5093290377,Author,Phan Q.P. Hanh
A5053225960,Author,Phan Quan Viet
A5065585303,Author,Phan Quang Thang
A5067398066,Author,Phan Quoc Lam
LOCAL_A000004,Author,Phan T. H. Linh
LOCAL_A000072,Author,Phan T. Quy
A5050662303,Author,Phan T.T. Truc
A5064618445,Author,Phan Thanh Cong
A5117757326,Author,Phan Thanh Ngan
A5032425379,Author,Phan Thi Cat Tuong
A5110647737,Author,Phan Thi Hanh
LOCAL_A000093,Author,Phan Thi Kim Thao
A5068908636,Author,Phan Thi Thanh Huyen
A5102017380,Author,Phan Thi Thuy
A5016877301,Author,Phan Thuy Kieu
A5048239767,Author,Phan Thành Nam
A5050840755,Author,Phan Thế Công
A5008034575,Author,Phan Thị Kim Thư
A5029981257,Author,Phan Tu Qui
A5056072889,Author,Phan Tu Vuong
A5034194161,Author,Phan Tứ Quý
LOCAL_A000091,Author,Phan Van Duc
A5101932598,Author,Phan Van-Duc
A5006705698,Author,Phan Xuan Le
LOCAL_A000215,Author,"Phan, Q.L."
LOCAL_A000522,Author,"Phan-Hong Vo, Kiet"
A5024548193,Author,Phan-Tu Quy
A5101290167,Author,Phat Nguyen Cuong Nguyen
A5018810877,Author,Phat Nguyen-Huynh
A5101289673,Author,Phat Tan Tran
A5100744810,Author,Phi Duong Nguyễn
A5114129464,Author,Phi Duong Nguyễn
A5119564603,Author,Phi Long Nguyen
LOCAL_A000432,Author,Phi Ngoc Quang Tran
A5121763713,Author,Phi Ngoc Quang Tran
LOCAL_A000588,Author,Phi Tran
LOCAL_A000581,Author,Phi-Hung Nguyen
A5049441779,Author,Philip G. Oguntunde
A5011034168,Author,Philip Kofi Adom
A5082542863,Author,Philipp Hadwiger
A5051157727,Author,Philippe Reiffsteck
A5133156427,Author,Pho Thi Nguyen
A5079571573,Author,Phone Thiha Kyaw
A5071378698,Author,Phong Luu
A5032779199,Author,Phong Nguyen Dinh
A5085218551,Author,Phong Nguyen Thanh
A5136018359,Author,Phong Nguyen Thanh
A5108824078,Author,Phong Nguyễn Thanh
A5073961077,Author,Phong Q. Le
A5036520383,Author,Phong Quoc Le
A5030197858,Author,Phong Thanh Nguyen
A5004974582,Author,Phong Thanh Tran
A5072294451,Author,Phong Vo Quoc
A5044476993,Author,Phong-Thanh Ngo
A5024162646,Author,Phu Sy Truong
A5113888338,Author,Phu Thuong Luu Nguyen
A5039592401,Author,Phu Tran Tin
A5011303321,Author,Phu X. Nguyen
A5110750141,Author,Phu-Tan Nguyen
A5062478922,Author,Phu-Vinh Phan
A5054924786,Author,Phuc Dang Huu
LOCAL_A000375,Author,Phuc Dang Huu
A5043963174,Author,Phuc Dinh Tran Ngoc
A5066394609,Author,Phuc Do
A5029102618,Author,Phuc H. Vo
LOCAL_A000611,Author,Phuc Hoang Bui
A5052492423,Author,Phuc Hoang Minh
LOCAL_A000061,Author,Phuc Huu Dang
A5089855087,Author,Phuc Huu Truong
A5100977585,Author,Phuc Ngoc Nguyen
A5009228968,Author,Phuc Quang Truong
A5125432835,Author,Phuc T. Tran
A5104243157,Author,Phuc-Nguyen Nguyen
A5114195715,Author,PhucThien Nguyen
A5071489355,Author,Phung Dao
A5104197221,Author,Phung Ngoc Thao Ho
A5106841018,Author,Phung Thi Thanh Xuan
A5027033593,Author,Phung Ton That
A5035960995,Author,Phung Van Phuc
LOCAL_A000560,Author,Phung Van Trung
A5133005158,Author,Phung Vo Ngoc Thien
A5129644697,Author,Phung Vo Ngoc Thien
A5066150494,Author,Phuoc Ha Vinh
A5108902976,Author,Phuoc Hong Tran
A5094127272,Author,Phuoc Le Thien
A5063584493,Author,Phuoc Luong Le
A5052038865,Author,Phuoc Quy Phong Nguyen
LOCAL_A000561,Author,Phuoc-Dat Duong
A5043693171,Author,Phuoc-Hien Phan
A5130362156,Author,Phuoc-Quyen Le
A5043481464,Author,Phuoc‐Anh Le
A5119657244,Author,Phuong Anh Pham-Tran
A5116783865,Author,Phuong Anh Tran-Mai
A5023570581,Author,Phuong Bui
A5106596649,Author,Phuong D. Tran
A5013127410,Author,Phuong Duy
A5101340227,Author,Phuong H.M. Nguyen
A5113377787,Author,Phuong Ha
A5067395177,Author,Phuong Hac Nguyen
A5112687318,Author,Phuong Hoa Ly Thi
A5029307415,Author,Phuong Hoai Ha
A5082139032,Author,Phuong Hoai Hoang
A5041894479,Author,Phuong Hoang Lam
A5107867309,Author,Phuong Huyen Nguyen
A5112469672,Author,Phuong Kim Bui
A5081343112,Author,Phuong Kim-Thi
A5077456883,Author,Phuong Le
A5101451102,Author,Phuong Le Thi
A5101813011,Author,Phuong Minh Binh Nguyen
A5017384034,Author,Phuong Nguyen Bao Cuc
A5076809954,Author,Phuong Nguyen Duc
A5137339313,Author,Phuong Nguyen Thi Hong
A5102525038,Author,Phuong Nguyen Thi Hong
A5028027304,Author,Phuong Nhat Tran
A5134886675,Author,Phuong T M Ha
A5118149059,Author,Phuong T. D. Thach
A5066453892,Author,Phuong T. M. Ha
A5091627176,Author,Phuong T. Tran
LOCAL_A000398,Author,Phuong Thao Nguyen
A5003463460,Author,Phuong Thi Le
A5112403918,Author,Phuong Thi Le
A5039949041,Author,Phuong Thu Ha
A5089531486,Author,Phuong Thuy Viet Nguyen
A5063263505,Author,Phuong Tran
A5073800051,Author,Phuong Tran Hoang
A5086818392,Author,Phuong Trieu
A5041697858,Author,Phuong Tuyet Nguyen
A5109019942,Author,Phuong-Dung Ly
A5112861862,Author,Phuong-Ngoc Nguyen
A5066152930,Author,Phuong-Thao Nguyen
A5068122335,Author,Phuong-Thuy T. Phan
A5046399932,Author,Phuong‐Thao Ho
A5025776689,Author,Phuong‐Trang Nguyen‐Thi
A5102865733,Author,Phuong‐Tung Nguyen
A5070137442,Author,Phu‐Cuong Nguyen
A5073610437,Author,Phùng Thị Tuyến
A5035696819,Author,Phùng Văn Trung
A5072521375,Author,Phương Hạnh Nguyễn
A5112911020,Author,Phương Nguyễn Thị
A5101629727,Author,Phương Ngọc Nguyễn
A5074162455,Author,Phương Tùng Nguyễn
A5044058358,Author,Phạm Hồng Nam
A5041279466,Author,Phạm Khắc Liệu
A5112560700,Author,Phạm Minh
A5010458646,Author,Phạm Minh Quân
A5006309811,Author,Phạm Minh Đạt
A5005045485,Author,Phạm Ngọc Chức
A5088192772,Author,Phạm Ngọc Sơn
A5113027053,Author,Phạm Quang Minh
A5013024980,Author,Phạm Thanh Hiệp
A5060222747,Author,Phạm Thế Chính
A5057683641,Author,Phạm Thị
A5059831731,Author,Phạm Thị Anh Thư
A5022545715,Author,Phạm Thị Bích Thảo
A5065459150,Author,Phạm Thị Hà Vân
A5110835806,Author,Phạm Thị Hằng
A5076966340,Author,Phạm Thị Mai Hương
A5101958583,Author,Phạm Văn Tuấn
A5052932812,Author,Phạm Văn Tất
A5045162218,Author,Phạm Vũ Nhật
A5074180869,Author,Phạm Vũ Phi Hổ
A5028867378,Author,Phạm Đăng Nhật Thái
LOCAL_A000038,Author,Pi-Chan Ko
A5014695848,Author,Pieterjan Claes
A5037669071,Author,Pietro Caironi
A5101626772,Author,Pinaki Saha
A5100687895,Author,Ping Ning
A5101609039,Author,Ping Ning
A5102150319,Author,Pingping Zuo
A5081641836,Author,Pinhas Sareli
A5113544583,Author,Pinhas Sareli
A5049716230,Author,Po-Kai Chuang
A5133053510,Author,Poh Kiong Tee
A5040778010,Author,Pornpat Sam-ang
A5054711582,Author,Poulumi Dey
A5023835965,Author,Prabakaran Veerajagadheswar
A5003625164,Author,Prabhakar Sharma
A5091396479,Author,Prabhu Paramasivam
A5036551566,Author,Prabodh Satyal
A5044608756,Author,Pramesh Dhungana
LOCAL_A000486,Author,Pramesh Kumar Dhungana
A5047208892,Author,Prasenjit Dewanjee
A5091336030,Author,Prasiddha Mahardhika El Fadhlallah
A5027281024,Author,Pratiwi Soesilawati
A5092443615,Author,Prerana Bhaumik
A5021440982,Author,Proloy Deb
A5090622402,Author,Promise O. Longe
A5015622316,Author,Punneeporn Wasinrapee
A5055350688,Author,Putri Mutira
LOCAL_A000153,Author,Q Nguyen
LOCAL_A000650,Author,Q T Tran
LOCAL_A000689,Author,Q Tran
A5045459799,Author,Q. Duyet Tran
A5133109930,Author,Q. Nguyen
A5007840514,Author,Q. S. Vu
A5112645301,Author,Q. T. Ngo
A5104337962,Author,QING HUANG
A5046049487,Author,QU Qing-biao
LOCAL_A000390,Author,QUANG TAM TRUONG
A5101648172,Author,QUI NHAT NGUYEN
A5062041023,Author,Qamar Yasin
A5019101426,Author,Qiang Dong-mei
A5100415670,Author,Qiang Han
A5104386707,Author,Qiang Wu
A5003423239,Author,Qiang Wu
A5039870293,Author,Qiao Wang
A5101812738,Author,Qingfu Wang
A5101414185,Author,Qinghua Li
A5078129675,Author,Qingling Liu
A5030154211,Author,Qingxia Li
A5100662935,Author,Qingyang Yu
A5043677244,Author,Qizhen Du
A5089374005,Author,Quach Van Hoi
A5129705205,Author,Quan A. Nguyen
A5043189560,Author,Quan Dong Ta
A5002058256,Author,Quan Ke Thai
A5041461727,Author,Quan Le
A5035378097,Author,Quan Minh To
A5082854198,Author,Quan Zhou
A5061906200,Author,Quang Anh Nguyen
A5106931559,Author,Quang Chi Bui
A5128362655,Author,Quang Dai Tuyen
A5089706471,Author,Quang Dung Le
A5096746289,Author,Quang Duy Luong
A5124377472,Author,Quang Hai Nguyen
A5005067091,Author,Quang Hai Tran
A5107919436,Author,Quang Hieu Vu
A5087293091,Author,Quang Huy
A5023113227,Author,Quang Huy Ho
A5042835508,Author,Quang Huy Truong
A5134791404,Author,Quang Hằng
A5110917966,Author,Quang Khieu Dinh
A5078615031,Author,Quang Le Dang
A5064657974,Author,Quang Lê Đăng
A5102896814,Author,Quang Minh Dinh
A5113457602,Author,Quang Minh Pham
A5101648170,Author,Quang Nguyen
A5026941681,Author,Quang Nguyen
A5038711387,Author,Quang Nguyen Hao
A5084280578,Author,Quang Nguyen-The
A5124888030,Author,Quang Nhat Tran
LOCAL_A000450,Author,Quang Phich Nguyen
A5037098982,Author,Quang Phich Nguyen
A5104242419,Author,Quang Shi Vu
A5024825570,Author,Quang Tam Truong
A5067718322,Author,Quang Thao Le
A5051166280,Author,Quang Thien Luu
A5051245111,Author,Quang Thien Tran
A5069093485,Author,Quang Thuan Huynh
A5050464986,Author,Quang Tran Vuong
A5088949909,Author,Quang Tri Le
A5112947648,Author,Quang Trí Nguyễn
A5001795239,Author,Quang Tung Dao
A5058088271,Author,Quang Viet Ly
A5090147142,Author,Quang-An Ha
A5076947041,Author,Quang-Huy Dang
A5056302319,Author,Quang-Huy Le
A5081893974,Author,Quang-Nhat Tran
A5074621625,Author,Quang-Phich Nguyen
A5137034080,Author,Quang-Thien-Buu Nguyen
A5014186775,Author,Quang-Viet Vu
A5114074337,Author,Quang-Vinh Dinh
A5072203401,Author,Quanhong Li
